,Unnamed: 0,id,created_at,text,source,tweet_type,source_tweet_id,retweeted_tweet_id,quoted_tweet_id,quote_count,retweet_count,favorite_count,hashtags,most_unrolled_urls,tweet_links,user_screen_name,user_id,user_mentions,user_followers_count,user_following_count,user_listed_count,user_created_at,user_favourites_count,user_verified,user_statuses_count,expanded_links,url_title,url_description,url_domain,clean_text
37,410,244908038589390848,2012-09-09 21:20:01,Demi Lovato &amp Simon Cowell Talk About Niall Horan - X Factor USA Exclusi...: http://t.co/x5G3tRmC @xlrespectdemi SHE GETS EMBARRESED SO CUTE,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",tweet,244908038589390848,,,0,0,0,,http://youtu.be/VLUOzdEK6Ig,http://youtu.be/VLUOzdEK6Ig,DLovatoWorld,348594033,,804,1277,2,Thu Aug 04 17:48:45 +0000 2011,0,False,8051,https://www.youtube.com/watch?v=VLUOzdEK6Ig&feature=youtu.be,demi lovato & simon cowell talk about niall horan - x factor usa exclusive (backstage) - youtube,no copyright enfringement intended - all rights belong to fox i have uploaded this purely for entertainment purposes this is something that i think we have,www.youtube.com,demi lovato amp simon powell talk small horn factor usa excess il respect demi gets em bare sed cute demi lovato simon powell talk small horn factor usa exclusive backstage youtube copyright en fringe ment intended rights belong fox uploaded purely entertainment purposes something think
38,412,244908041487667200,2012-09-09 21:20:01, http://t.co/t3huPrg7  01:30     4-2 (  )/Breaking Bad 4-2 (criminal series USA),"<a href=""http://1hd.ru/"" rel=""nofollow"">1HD-Preview</a>",tweet,244908041487667200,,,0,0,0,,http://1HD.RU,http://1HD.RU,1NiTV,107768501,,3542,3441,54,Sat Jan 23 17:26:50 +0000 2010,0,False,4745,https://1hd.ru/,1hd music television,,1hd.ru,013042breakingbad42 criminal series usa1hd music television
39,428,244908069203628032,2012-09-09 21:20:08,New campaign video: President Obama significantly expanded funding to Catholic organizations that serve those in need http://t.co/yDCyrPcz,web,tweet,244908069203628032,,,0,0,0,,http://youtu.be/zJn1FjXwY7o,http://youtu.be/zJn1FjXwY7o,nwarikoo,106021590,,2814,1985,119,Mon Jan 18 07:10:04 +0000 2010,0,False,15845,https://www.youtube.com/watch?v=zJn1FjXwY7o&feature=youtu.be,president obama: join catholics for obama - youtube,join catholics for obama: http://ofabo/zuwc3q president obama shares why faith is important in his life and encourages you to join catholics for obama,www.youtube.com,new campaign video president obama significantly expanded funding catholic organizations serve need president obama join catholics obama youtube join catholics obama president obama shares faith important life encourages join catholics obama
40,437,244908081622958081,2012-09-09 21:20:11,RT @kgosztola: Americas refusal to extradite Bolivias ex-president to face genocide charges http://t.co/AWZ1dcki by @ggreenwald,web,retweet,244907902031241216,2.449079020312412e+17,,0,2,0,,http://bit.ly/Pfoy3W|http://bit.ly/Pfoy3W,http://bit.ly/Pfoy3W,starshollowgzt,153293167,15808218|16076032,389,624,13,Tue Jun 08 04:56:13 +0000 2010,0,False,29119,https://www.theguardian.com/commentisfree/2012/sep/09/america-refusal-extradite-bolivia,americas refusal to extradite bolivias ex-president to face genocide charges  bolivia  the guardian,glenn greenwald: obama justice officials have all but granted asylum to snchez de lozada  a puppet who payrolled key democratic advisers,www.theguardian.com,rt go sz la americas refusal extradited bolivia sex president face genocide charges g greenwald americas refusal extradited bolivia sex president face genocide charges bolivia guardian glenn greenwald obama justice officials granted asylum sn chez de load puppet pay rolled key democratic advisers
41,444,244908092712685568,2012-09-09 21:20:14,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,16,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Caitlyn_Mari333,616505332,16510838,186,361,0,Sat Jun 23 21:42:53 +0000 2012,0,False,3984,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
42,461,244908110328758272,2012-09-09 21:20:18,Americas refusal to extradite Bolivias ex-president to face genocide charges  Glenn Greenwald http://t.co/PzkiClfO,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",tweet,244908110328758272,,,0,0,0,,http://gu.com/p/3aadx/tw,http://gu.com/p/3aadx/tw,DPWF0,77809126,,652,1960,30,Sun Sep 27 19:19:25 +0000 2009,0,False,13155,https://www.theguardian.com/commentisfree/2012/sep/09/america-refusal-extradite-bolivia?CMP=twt_gu,americas refusal to extradite bolivias ex-president to face genocide charges  bolivia  the guardian,glenn greenwald: obama justice officials have all but granted asylum to snchez de lozada  a puppet who payrolled key democratic advisers,www.theguardian.com,americas refusal extradited bolivia sex president face genocide charges glenn greenwald americas refusal extradited bolivia sex president face genocide charges bolivia guardian glenn greenwald obama justice officials granted asylum sn chez de load puppet pay rolled key democratic advisers
43,475,244908125889642497,2012-09-09 21:20:22,RT @TruthIsMyAgenda: Obama says adding $4 trillion to debt is unpatriotic http://t.co/W8BrxTgd @barackobama @davidaxelrod #tcot #resist4 ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907336622280704,2.449073366222807e+17,,0,1,0,tcot|resist44|p2,http://goo.gl/MEDB3|http://goo.gl/MEDB3,http://goo.gl/MEDB3,tigrit,60150436,246008978|813286|244655353,229,674,1,Sat Jul 25 21:11:01 +0000 2009,0,False,421,https://www.youtube.com/watch?v=R8FcVrehkpo,obama says adding $4 trillion to debt is unpatriotic - youtube,on july 3 2008 -- the day before independence day -- barack obama said that adding $4 trillion in debt was irresponsible and unpatriotic obama: the proble,www.youtube.com,rt truth agenda obama says adding four trillion debt patriotic barack obama david axelrod to resist4obamasaysadding4 trillion debt patriotic tubeonjuly32008 day independence day barack obama said adding four trillion debt irresponsible patriotic obama problem
44,478,244908128674648064,2012-09-09 21:20:22,RT @d_seaman: This is one of the most important videos on YouTube: http://t.co/zfr5voQT - Obama trying to defend #NDAA imprisonment with ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retweet,244898029927268352,2.4489802992726835e+17,,0,25,0,NDAA,http://www.youtube.com/watch?v=ceobsac7LE8|http://www.youtube.com/watch?v=ceobsac7LE8,http://www.youtube.com/watch?v=ceobsac7LE8,mindnovelty,244146542,438829074,1624,1735,44,Fri Jan 28 16:31:56 +0000 2011,0,False,2909,https://www.youtube.com/watch?v=ceobsac7LE8,ben swann interviews president obama (ndaa kill list syria afghanistan) - youtube,click to tweet: http://clicktotweetcom/cjim6 ben swann of fox19 interviews president barack obama on ndaa indefinite detention the presidential kill list,www.youtube.com,red seaman one important videos youtube obama trying defend ncaa imprisonment ben swan interviews president ob amanda kill list syria afghanistan youtube click tweetbenswannoffox19 interviews president barack obama ncaa indefinite detention presidential kill list
45,490,244908143325347840,2012-09-09 21:20:26,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,17,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Ma_Guiselle,274291178,16510838,205,209,0,Wed Mar 30 02:39:32 +0000 2011,0,False,4221,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
46,494,244908147838423041,2012-09-09 21:20:27,RT @0n0dekita: http://t.co/YpSE2pj9,"<a href=""http://tppbot.jp"" rel=""nofollow"">nukebot</a>",retweet,244906816071430144,2.449068160714301e+17,,0,2,0,,http://www.cnn.co.jp/usa/35021385.html|http://www.cnn.co.jp/usa/35021385.html,http://www.cnn.co.jp/usa/35021385.html,nukebot,296031026,484403228,607,1,42,Tue May 10 02:35:47 +0000 2011,0,False,40355,https://www.cnn.co.jp/usa/35021385.html,cnncojp : ,,www.cnn.co.jp,rt0n0dekitacnncojp
47,495,244908148882800640,2012-09-09 21:20:27,RT @NEWTPOTUS: Anti-Obama 2016 Now Second Biggest Documentary in Film History http://t.co/6DqRqmIJ #tcot #breitbart,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244798633675993089,2.447986336759931e+17,,0,14,0,tcot|breitbart,http://bit.ly/Rss4d1|http://bit.ly/Rss4d1,http://bit.ly/Rss4d1,sigr,21324543,446433798,2066,2069,53,Thu Feb 19 18:28:18 +0000 2009,0,False,1285,https://www.breitbart.com/entertainment/2012/09/09/2016-second-biggest-doc/,anti-obama 2016 now second biggest political documentary in film history,2016: obamas america is now the second biggest documentary feature of all time trailing only fahrenheit 9/11 on the all-time box office list,www.breitbart.com,rtnewtpotusantiobama2016 second biggest documentary film history to tbreitbartantiobama2016 second biggest political documentary film history 2016obamas america second biggest documentary feature time trailing fahrenheit nine hundred and eleven time box office list
48,500,244908155111350272,2012-09-09 21:20:29,RT @NHC_Atlantic: Hurricane #Michael advisory 27 issued. #Michael moving slowly westward   maintaining a large-sized eye. http://t.co/ ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244896284870336513,2.448962848703365e+17,,0,13,0,Michael|Michael,http://t.co/|http://go.usa.gov/W3H,http://go.usa.gov/W3H,BeachcomberNC,90597940,299798272,69,238,3,Tue Nov 17 09:42:02 +0000 2009,0,False,3684,https://www.nhc.noaa.gov/cyclones/,nhc active tropical cyclones,,www.nhc.noaa.gov,run hc atlantic hurricane michael advisory twenty-seven issued michael moving slowly westward maintaining large sized eye nh active tropical cyclone
49,522,244908176074481664,2012-09-09 21:20:34,RT @EMILIOTHEWAY: @BarackObama - Last year President Bartlett and I went to VT. Mr. President you can do it too http://t.co/clEKA9xk  ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retweet,244667501575798785,2.446675015757988e+17,,0,185,0,Obama2VT,http://youtube.com/watch?v=w8DNR-rWKyE|http://youtube.com/watch?v=w8DNR-rWKyE,http://youtube.com/watch?v=w8DNR-rWKyE,blakeduncan1,256067726,261445178|813286,235,213,0,Tue Feb 22 15:56:57 +0000 2011,0,False,640,https://www.youtube.com/watch?v=w8DNR-rWKyE,john boyer & his world regions class at virginia tech request president barack obama to visit - youtube,professor john boyer and his 3000 person world regions class at virginia tech request president barack obama to come to his class and discuss american foreig,www.youtube.com,rt emily way barack obama last year president barrett went vt mr president john boxer world regions class virginia tech request president barack obama visit youtube professor john boxer three thousand person world regions class virginia tech request president barack obama come class discuss american big
50,533,244908183703916544,2012-09-09 21:20:35,RT @zzzbam1: RT @LOLGOP: RT @Lizardoid: Flabbergasted Rand Paul Learns Public Employment Decreased Under Obama http://t.co/78Ea0jYb,web,retweet,244907055339692032,2.4490705533969203e+17,,0,3,0,,http://lgf.bz/Tz4USU|http://lgf.bz/Tz4USU,http://lgf.bz/Tz4USU,stiNgo100,305614280,263688745|11866582|21785215,2070,1994,86,Thu May 26 14:27:00 +0000 2011,0,False,54424,http://littlegreenfootballs.com/page/284605_Flabbergasted_Rand_Paul_Learns,flabbergasted rand paul learns public employment decreased under obama - lgf pages,full article and video at link thinkprogressorg one of the least appreciated but easily-confirmed facts about the current state of the american economy is that the number of americans employed by the government has gone down under president obama but ,littlegreenfootballs.com,rtzzzbam1rtlolgoprt lizard id flabbergasted rand paul learns public employment decreased obama flabbergasted rand paul learns public employment decreased obama gf pages full article video link thinkprogress org one least appreciated easily confirmed facts current state american economy number americans employed government gone president obama
51,549,244908204994228224,2012-09-09 21:20:40,RT @kgosztola: Americas refusal to extradite Bolivias ex-president to face genocide charges http://t.co/AWZ1dcki by @ggreenwald,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",retweet,244907902031241216,2.449079020312412e+17,,0,3,0,,http://bit.ly/Pfoy3W|http://bit.ly/Pfoy3W,http://bit.ly/Pfoy3W,sobpax,46980705,15808218|16076032,82,715,0,Sat Jun 13 22:50:22 +0000 2009,0,False,3206,https://www.theguardian.com/commentisfree/2012/sep/09/america-refusal-extradite-bolivia,americas refusal to extradite bolivias ex-president to face genocide charges  bolivia  the guardian,glenn greenwald: obama justice officials have all but granted asylum to snchez de lozada  a puppet who payrolled key democratic advisers,www.theguardian.com,rt go sz la americas refusal extradited bolivia sex president face genocide charges g greenwald americas refusal extradited bolivia sex president face genocide charges bolivia guardian glenn greenwald obama justice officials granted asylum sn chez de load puppet pay rolled key democratic advisers
52,558,244908221402324992,2012-09-09 21:20:44,RT @KristiNoem: Obama Admin is missing transparency deadline. RT if you agree the Admin should follow the law. http://t.co/9dfP0VWO #sdgop,web,retweet,244503695901982721,2.4450369590198272e+17,,0,14,0,sdgop,http://tinyurl.com/cbht3mr|http://tinyurl.com/cbht3mr,http://tinyurl.com/cbht3mr,a_tweet_life,323439149,114388293,1629,2001,64,Fri Jun 24 20:45:42 +0000 2011,0,False,9208,https://thehill.com/policy/finance/248213-white-house-will-miss-fiscal-cliff-deadline,white house to miss deadline for report on fiscal cliff budget cuts  thehill,sen john thune blasted the delay saying the obama administration seems to think it is above the law,thehill.com,rt kristen oem obama admin missing transparency deadline rt agree admin follow laws gop whitehouse miss deadline report fiscal cliff budget cuts hills en john thune blasted delay saying obama administration seems think law
53,559,244908222027288577,2012-09-09 21:20:44,Michael Savage: How Obama fixed 2012 election: http://t.co/UpLFHN6o via @youtube WHY BHO IS CONFIDENT HE WILL WIN-SOROS COUNTS VOTES #TCOT,web,tweet,244908222027288577,,,0,0,0,TCOT,http://youtu.be/dmJtaOO2etc,http://youtu.be/dmJtaOO2etc,PrezHussain,246474974,10228272,525,1417,16,Wed Feb 02 21:18:54 +0000 2011,0,False,7145,https://www.youtube.com/watch?v=dmJtaOO2etc&feature=youtu.be,michael savage: how obama fixed 2012 election - youtube,michael savage: why obama is confidend of election outcome? obama ensured his re-election aired 4/4/2012,www.youtube.com,michael savage howobamafixed2012 election via youtube bho confident win sorts counts votes cot michael savage howobamafixed2012 election youtube michael savage obama config end election outcome obama ensured reelection aired442012
54,575,244908244403900416,2012-09-09 21:20:50,RT @d_seaman: Also scary: Fox19 anchor Ben Swann asked Obama about his secret kill list which includes US citizens- http://t.co/dFLMsaUF,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retweet,244899914969120768,2.448999149691208e+17,,0,21,0,,http://www.youtube.com/watch?v=Q6QPvk5cgx8|http://www.youtube.com/watch?v=Q6QPvk5cgx8,http://www.youtube.com/watch?v=Q6QPvk5cgx8,mindnovelty,244146542,438829074,1624,1735,44,Fri Jan 28 16:31:56 +0000 2011,0,False,2910,https://www.youtube.com/watch?v=Q6QPvk5cgx8,reality check pres obama 1-on-1: how does he justify having a kill list? - youtube,click to tweet: http://clicktotweetcom/u38fu president barack obama spent his labor day in toledo ohio as part of this visit to the buckeye state ben was,www.youtube.com,rtdseamanalsoscaryfox19 anchor ben swan asked obama secret kill list includes us citizens reality check presobama1on1 justify kill list youtube click tweet president barack obama spent labor day toledo ohio part visit bucket state ben
55,601,244908282744025088,2012-09-09 21:20:59,RT @Alarrowe: @CNN Virginia Tech is serious about getting President Obama on campus. Check out the video http://t.co/10V858Dr  #Obama2V ...,web,retweet,244880906052063232,2.4488090605206323e+17,,0,1,0,Obama2VT|wrvt,http://www.youtube.com/watch?v=w8DNR-rWKyE|http://www.youtube.com/watch?v=w8DNR-rWKyE,http://www.youtube.com/watch?v=w8DNR-rWKyE,Airr_N,338097832,45726971|759251,227,107,1,Tue Jul 19 02:34:35 +0000 2011,0,False,5174,https://www.youtube.com/watch?v=w8DNR-rWKyE,john boyer & his world regions class at virginia tech request president barack obama to visit - youtube,professor john boyer and his 3000 person world regions class at virginia tech request president barack obama to come to his class and discuss american foreig,www.youtube.com,rt al arrow cnn virginia tech serious getting president obama campus check video obama2vjohnboyerhis world regions class virginia tech request president barack obama visit youtube professor john boxer three thousand person world regions class virginia tech request president barack obama come class discuss american big
56,616,244908305221316609,2012-09-09 21:21:04,RT @marabout40: Pizza Shop Owner Gives President A Big Hug http://t.co/qR8UdWwx WTH is Joe doing?? LOL Look at the guys faces LMBO,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",retweet,244906240948465664,2.4490624094846566e+17,,0,2,0,,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big|http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,dihoppy,22822556,37048835,637,996,13,Wed Mar 04 19:44:33 +0000 2009,0,False,26456,https://www.buzzfeednews.com/article/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,pizza shop owner gives president a big hug,scott van duzer owner of the big apple pizza showed his affection for the president today in florida,www.buzzfeednews.com,rtmarabout40 pizza shop owner gives president big hug w joe lol look guys faces lb pizza shop owner gives president big hug scott van user owner big apple pizza showed affection president today florida
57,618,244908307968581632,2012-09-09 21:21:05,RT @d_seaman: Also scary: Fox19 anchor Ben Swann asked Obama about his secret kill list which includes US citizens- http://t.co/dFLMsaUF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244899914969120768,2.448999149691208e+17,,0,22,0,,http://www.youtube.com/watch?v=Q6QPvk5cgx8|http://www.youtube.com/watch?v=Q6QPvk5cgx8,http://www.youtube.com/watch?v=Q6QPvk5cgx8,WorleyMark,104306253,438829074,139,507,4,Tue Jan 12 23:27:06 +0000 2010,0,False,928,https://www.youtube.com/watch?v=Q6QPvk5cgx8,reality check pres obama 1-on-1: how does he justify having a kill list? - youtube,click to tweet: http://clicktotweetcom/u38fu president barack obama spent his labor day in toledo ohio as part of this visit to the buckeye state ben was,www.youtube.com,rtdseamanalsoscaryfox19 anchor ben swan asked obama secret kill list includes us citizens reality check presobama1on1 justify kill list youtube click tweet president barack obama spent labor day toledo ohio part visit bucket state ben
58,678,244908376893575168,2012-09-09 21:21:21,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,18,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,PayneInMyPenis,603338030,16510838,59,156,0,Sat Jun 09 05:31:48 +0000 2012,0,False,103,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
59,686,244908385554812929,2012-09-09 21:21:23,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,19,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,rachellecast1,340721322,16510838,144,642,0,Sat Jul 23 04:37:34 +0000 2011,0,False,2925,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
60,695,244908400989847554,2012-09-09 21:21:27,RT @csread61: Its awesome @BarackObama - GO John Boyer &amp his World Regions class at Virginia Tech request President ...: http://t. ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retweet,244863983738294274,2.4486398373829427e+17,,0,4,0,Hokies,http://youtu.be/w8DNR-rWKyE,http://youtu.be/w8DNR-rWKyE,kevinwalke,96067789,15679679|813286,17,4,0,Fri Dec 11 05:49:17 +0000 2009,0,False,89,https://www.youtube.com/watch?v=w8DNR-rWKyE&feature=youtu.be,john boyer & his world regions class at virginia tech request president barack obama to visit - youtube,professor john boyer and his 3000 person world regions class at virginia tech request president barack obama to come to his class and discuss american foreig,www.youtube.com,rtcsread61its awesome barack obama go john boxer amp world regions class virginia tech request president john boxer world regions class virginia tech request president barack obama visit youtube professor john boxer three thousand person world regions class virginia tech request president barack obama come class discuss american big
61,702,244908413866352640,2012-09-09 21:21:30,This is how to hug http://t.co/fUpcmsty,web,tweet,244908413866352640,,,0,0,0,,http://gawker.com/5941727/this-is-a-photo-of-the-president-being-lifted-in-the-air-by-a-powerful-hug,http://gawker.com/5941727/this-is-a-photo-of-the-president-being-lifted-in-the-air-by-a-powerful-hug,BrockworthBajr,395263528,,199,146,2,Fri Oct 21 11:55:02 +0000 2011,0,False,7343,https://gawker.com/5941727/this-is-a-photo-of-the-president-being-lifted-in-the-air-by-a-powerful-hug,this is a photo of the president being lifted in the air by a powerful hug (updated),doug mills of the new york times tweeted this photo of barack obama getting lifted in the air by big apple pizza owner (and bear hug enthusiast) scott van duzer,gawker.com,hug photo president lifted air powerful hug updated doug mills new york times tweet ed photo barack obama getting lifted air big apple pizza owner bear hug enthusiast scott van user
62,703,244908414147371008,2012-09-09 21:21:30,A biker on @SwannyDPM s lap? I dont think so. Great photos from US via @leighsales @buzzfeedandrew http://t.co/MgcYTV4H,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908414147371008,,,0,0,0,,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,JenBrockie,478068056,267570919|26607837|326255267,4712,614,82,Sun Jan 29 21:36:22 +0000 2012,0,False,3068,https://www.buzzfeednews.com/article/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,pizza shop owner gives president a big hug,scott van duzer owner of the big apple pizza showed his affection for the president today in florida,www.buzzfeednews.com,biker sandy pm slap think great photos us via leigh sales buzz feed andrew pizza shop owner gives president big hug scott van user owner big apple pizza showed affection president today florida
63,709,244908423265779712,2012-09-09 21:21:32,RT @kgosztola: Americas refusal to extradite Bolivias ex-president to face genocide charges http://t.co/AWZ1dcki by @ggreenwald,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",retweet,244907902031241216,2.449079020312412e+17,,0,4,0,,http://bit.ly/Pfoy3W|http://bit.ly/Pfoy3W,http://bit.ly/Pfoy3W,subverzo,18350235,15808218|16076032,3010,3098,126,Wed Dec 24 04:01:05 +0000 2008,0,False,30248,https://www.theguardian.com/commentisfree/2012/sep/09/america-refusal-extradite-bolivia,americas refusal to extradite bolivias ex-president to face genocide charges  bolivia  the guardian,glenn greenwald: obama justice officials have all but granted asylum to snchez de lozada  a puppet who payrolled key democratic advisers,www.theguardian.com,rt go sz la americas refusal extradited bolivia sex president face genocide charges g greenwald americas refusal extradited bolivia sex president face genocide charges bolivia guardian glenn greenwald obama justice officials granted asylum sn chez de load puppet pay rolled key democratic advisers
64,714,244908431859908608,2012-09-09 21:21:34,RT @mrbenjaminlaw: Well this Republican loves Obama so bad he lifts him off the floor in a bear hug. Rad photo.  http://t.co/8OHMmTGl  ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244903973495128065,2.4490397349512806e+17,,0,1,0,,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big|http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,alicia_wood,15900849,41088384|26607837,1599,522,61,Tue Aug 19 05:01:06 +0000 2008,0,False,3318,https://www.buzzfeednews.com/article/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,pizza shop owner gives president a big hug,scott van duzer owner of the big apple pizza showed his affection for the president today in florida,www.buzzfeednews.com,rt mr benjamin law well republican loves obama bad lifts floor bear hu grad photo pizza shop owner gives president big hug scott van user owner big apple pizza showed affection president today florida
65,725,244908444358950912,2012-09-09 21:21:37,RT @wld1: The Van Duzer Foundation is well-represented by Scott Van Duzer - Obama Gets a Lift on the Trail http://t.co/bhMlK4NC,web,retweet,244907517363253248,2.4490751736325325e+17,,0,1,0,,http://nyti.ms/QxoFHD|http://nyti.ms/QxoFHD,http://nyti.ms/QxoFHD,art2u2,47677431,33110127,2411,1809,181,Tue Jun 16 17:06:33 +0000 2009,0,False,61057,https://thecaucus.blogs.nytimes.com/2012/09/09/obama-gets-a-lift-on-the-trail/?smid=tw-share,obama gets a lift on the trail - the new york times,an republican obama supporter throws his muscle around with the president,thecaucus.blogs.nytimes.com,told1thevanduzer foundation well represented scott van user obama gets lift trail obama gets lift trail new york times republican obama supporter throws muscle around president
66,750,244908489820999681,2012-09-09 21:21:48,Garoto de 5 anos vira prodgio da sinuca e usa at irmozinho para fazer truques assista http://t.co/0vIyalED via @UOLEsporte,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",tweet,244908489820999681,,,0,0,0,,http://uolesporte.blogosfera.uol.com.br/2012/09/09/garoto-de-5-anos-vira-prodigio-da-sinuca-e-usa-ate-irmaozinho-para-fazer-truques-assista/,http://uolesporte.blogosfera.uol.com.br/2012/09/09/garoto-de-5-anos-vira-prodigio-da-sinuca-e-usa-ate-irmaozinho-para-fazer-truques-assista/,Bedranzinho,73874157,14595245,14,35,0,Sun Sep 13 12:33:56 +0000 2009,0,False,272,https://uolesporte.blogosfera.uol.com.br/2012/09/09/garoto-de-5-anos-vira-prodigio-da-sinuca-e-usa-ate-irmaozinho-para-fazer-truques-assista/,garoto de 5 anos vira prodgio da sinuca e usa at irmozinho para fazer truques assista - uol esporte,veja resultados notcias entrevistas fotos vdeos e os bastidores do esporte acompanhe ao vivo os principais eventos esportivos no brasil e do mundo,uolesporte.blogosfera.uol.com.br,proto de5anosviraprodgiodasinu caeusaatirmozinhoparafaz ertruquesassistaviauole sport egarotode5anosviraprodgi odasinucaeusaatirmozinho para after tru ques assist url esporte veja resultados cias entrevista fotos videos eos last does porte company head vivo os principals eventos e sportive no brasil mundo
