,Unnamed: 0,id,created_at,text,source,tweet_type,source_tweet_id,retweeted_tweet_id,quoted_tweet_id,quote_count,retweet_count,favorite_count,hashtags,most_unrolled_urls,tweet_links,user_screen_name,user_id,user_mentions,user_followers_count,user_following_count,user_listed_count,user_created_at,user_favourites_count,user_verified,user_statuses_count,expanded_links,url_title,url_description,url_domain,clean_text
67,759,244908501510529026,2012-09-09 21:21:51,RT @eportlow: Oops Did I Say Something Else Befor?: Romney says he wont cut taxes on wealthy Americans   http://t.co/JEZhqbMs via @Y ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retweet,244901009170776066,2.4490100917077606e+17,,0,2,0,,http://news.yahoo.com/blogs/ticket/romney-says-won-t-cut-taxes-wealthy-americans-144438996--election.html|http://news.yahoo.com/blogs/ticket/romney-says-won-t-cut-taxes-wealthy-americans-144438996--election.html,http://news.yahoo.com/blogs/ticket/romney-says-won-t-cut-taxes-wealthy-americans-144438996--election.html,ChuckNaven,467364536,366696485|7309052,199,226,6,Wed Jan 18 11:42:58 +0000 2012,0,False,7065,https://news.yahoo.com/blogs/ticket/romney-says-won-t-cut-taxes-wealthy-americans-144438996--election.html,romney says he wont cut taxes on wealthy americans,mitt romney rejected claims by president barack obama that he would sign off on more tax breaks for the wealthy if elected president but again declined to offer specifics on how exactly he would accomplish his goal of lowering taxes for other americans while also balancing the budget in an interview with nbcs meet the [],news.yahoo.com,rte port low oops say something else romney says cut taxes wealthy americans via romney says cut taxes wealthy americans mitt romney rejected claims president barack obama would sign tax breaks wealthy elected president declined offer specifics exactly would accomplish goal lowering taxes americans also balancing budget interview nbc meet
68,774,244908530304442369,2012-09-09 21:21:58,Barack #Obama bromea en #Florida sobre el tema de su certificado de nacimiento. http://t.co/7l80AadT,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908530304442369,,,0,0,0,Obama|Florida,http://bit.ly/PfG206,http://bit.ly/PfG206,RogerMatthei,544964877,,925,1977,1,Wed Apr 04 06:03:00 +0000 2012,0,False,4229,https://cnnespanol.cnn.com/2012/09/09/obama-le-pregunta-a-un-nino-hawaiano-tienes-un-certificado-de-nacimiento/,obama le pregunta a un nio hawaiano: tienes un certificado de nacimiento?  cnn,(cnn) qu hace el presidente de estados unidos barack obama cuando se encuentra con otra persona nacida en hawi? le pide su certificado de nacimiento  estados unidos  cnn,cnnespanol.cnn.com,barack obama broke en florida sobre el tema de su certificate de nacimiento obama le presenta aunniohawaianotienesun certificate de nacimiento cnncnnquhaceel presidente de estados undo barack obama undo se encuesta co r person anacidaenhawilepidesu certificate de nacimiento estados undo cnn
69,778,244908539510935553,2012-09-09 21:22:00,Leslie could impact NE USA @NHC_Atlantic Tropical Storm #Leslie moving slowly past bermuda  http://t.co/e2jAyCpm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908539510935553,,,0,0,0,Leslie,http://go.usa.gov/W3H,http://go.usa.gov/W3H,PatParag,156067653,299798272,11,117,0,Tue Jun 15 23:06:28 +0000 2010,0,False,1220,https://www.nhc.noaa.gov/cyclones/,nhc active tropical cyclones,,www.nhc.noaa.gov,leslie could impact ne usa nh atlantic tropical storm leslie moving slowly past bermuda nh active tropical cyclone
70,779,244908539276054528,2012-09-09 21:22:00,RT @d_seaman: This is one of the most important videos on YouTube: http://t.co/zfr5voQT - Obama trying to defend #NDAA imprisonment with ...,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244898029927268352,2.4489802992726835e+17,,0,27,0,NDAA,http://www.youtube.com/watch?v=ceobsac7LE8|http://www.youtube.com/watch?v=ceobsac7LE8,http://www.youtube.com/watch?v=ceobsac7LE8,Andy_Marg,441334301,438829074,21,113,0,Tue Dec 20 00:18:55 +0000 2011,0,False,479,https://www.youtube.com/watch?v=ceobsac7LE8,ben swann interviews president obama (ndaa kill list syria afghanistan) - youtube,click to tweet: http://clicktotweetcom/cjim6 ben swann of fox19 interviews president barack obama on ndaa indefinite detention the presidential kill list,www.youtube.com,red seaman one important videos youtube obama trying defend ncaa imprisonment ben swan interviews president ob amanda kill list syria afghanistan youtube click tweetbenswannoffox19 interviews president barack obama ncaa indefinite detention presidential kill list
71,782,244908540458827776,2012-09-09 21:22:00,@sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/z35rE0zg @NiallOfficial,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908540458827776,,,0,0,0,,http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Caitlyn_Mari333,616505332,16510838|105119490,186,361,0,Sat Jun 23 21:42:53 +0000 2012,0,False,3984,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,sugars cape demi lovato spat simon powell factor usa audition lovely small official cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
72,784,244908545529761792,2012-09-09 21:22:02,@sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/Yjybwmgg I like demo lovato,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908545529761792,,,0,0,0,,http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Arden_Stylinson,342916254,16510838,180,203,0,Tue Jul 26 19:45:05 +0000 2011,0,False,11385,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,sugars cape demi lovato spat simon powell factor usa audition lovely like demo lovato cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
73,787,244908547241041920,2012-09-09 21:22:02,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,19,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Caitlyn_Mari333,616505332,16510838,186,361,0,Sat Jun 23 21:42:53 +0000 2012,0,False,3985,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
74,796,244908554551717891,2012-09-09 21:22:04,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,20,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,Arden_Stylinson,342916254,16510838,180,203,0,Tue Jul 26 19:45:05 +0000 2011,0,False,11386,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
75,822,244908590425595904,2012-09-09 21:22:12,RT @JenBrockie: A biker on @SwannyDPM s lap? I dont think so. Great photos from US via @leighsales @buzzfeedandrew http://t.co/MgcYTV4H,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",retweet,244908414147371008,2.44908414147371e+17,,0,1,0,,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big|http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,Orange_salt,350154273,478068056|267570919|26607837|326255267,508,970,9,Sun Aug 07 08:51:02 +0000 2011,0,False,14428,https://www.buzzfeednews.com/article/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,pizza shop owner gives president a big hug,scott van duzer owner of the big apple pizza showed his affection for the president today in florida,www.buzzfeednews.com,rt jen broke biker sandy pm slap think great photos us via leigh sales buzz feed andrew pizza shop owner gives president big hug scott van user owner big apple pizza showed affection president today florida
76,830,244908602962370561,2012-09-09 21:22:15,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,21,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,RonBeastly10,138310993,16510838,105,187,0,Thu Apr 29 05:41:30 +0000 2010,0,False,10920,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
77,837,244908612818984960,2012-09-09 21:22:18,RT @blogolhar21: #BOMBA RUSSOMANO faz sua ONG de COMIT ELEITORAL: http://t.co/BsaoaUPz #Eleicoes2012 #OTwitterDeveria,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908612818984960,,,0,0,0,BOMBA|Eleicoes2012|OTwitterDeveria,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,Parrinix1,479977622,715993778,2868,2918,14,Wed Feb 01 00:17:01 +0000 2012,0,False,883,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,#acordabrasil: #bomba russomano usa sua ong para campanha eleitoral,as vezes chegamos at a sermos chatos criticando certos candidatos mas isto se faz necessrio quando sabemos que o cara  um criminoso f,blogdoparrini.blogspot.com,rtblogolhar21bombarussom anofazsuaongdecomiteleit oral eleicoes2012otwitterdeve riaa cord brasil bomb russo mano usasuaongparacampanhaele oral asvezeschegamosatasermos chat os critic one ros candidates masistosefaznecessrioqu osabemosqueocaraumcri minor
78,838,244908613989179396,2012-09-09 21:22:18,RT @Dbargen: Schoen: Obama Is No Bill Clinton #LNYHBT #TCOT http://t.co/vyHzvmSN via @Newsmax_Media,web,retweet,244908024190337024,2.4490802419033702e+17,,0,1,0,LNYHBT|TCOT,http://www.newsmax.com/DougSchoen/Obama-DNC-speech-Clinton/2012/09/07/id/451098|http://www.newsmax.com/DougSchoen/Obama-DNC-speech-Clinton/2012/09/07/id/451098,http://www.newsmax.com/DougSchoen/Obama-DNC-speech-Clinton/2012/09/07/id/451098,ScorpioFred747,349419581,23195603|20545835,290,595,2,Sat Aug 06 02:24:11 +0000 2011,0,False,5609,https://www.newsmax.com/DougSchoen/Obama-DNC-speech-Clinton/2012/09/07/id/451098/,schoen: obama is no bill clinton  newsmaxcom,president obamas speech last night was certainly not the game changer that many expected and hoped that it would be,www.newsmax.com,red barge school obama bill clinton lnyhbttcotvia newman media school obama bill clinton newman com president obama speech last night certainly game changer many expected hoped would
79,841,244908616342200321,2012-09-09 21:22:18,RT @blogolhar21: #BOMBA RUSSOMANO faz sua ONG de COMIT ELEITORAL: http://t.co/WVPZCxsA #Eleicoes2012 #OTwitterDeveria,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908616342200321,,,0,0,0,BOMBA|Eleicoes2012|OTwitterDeveria,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,SilKetty,231492329,715993778,4136,4088,60,Tue Dec 28 17:38:43 +0000 2010,0,False,5789,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,#acordabrasil: #bomba russomano usa sua ong para campanha eleitoral,as vezes chegamos at a sermos chatos criticando certos candidatos mas isto se faz necessrio quando sabemos que o cara  um criminoso f,blogdoparrini.blogspot.com,rtblogolhar21bombarussom anofazsuaongdecomiteleit oral eleicoes2012otwitterdeve riaa cord brasil bomb russo mano usasuaongparacampanhaele oral asvezeschegamosatasermos chat os critic one ros candidates masistosefaznecessrioqu osabemosqueocaraumcri minor
80,845,244908620142223360,2012-09-09 21:22:19,RT @blogolhar21: #BOMBA RUSSOMANO faz sua ONG de COMIT ELEITORAL: http://t.co/0dcgCqAa #Eleicoes2012 #OTwitterDeveria,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908620142223360,,,0,0,0,BOMBA|Eleicoes2012|OTwitterDeveria,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,Blog_comubrasil,178123368,715993778,8472,8331,35,Fri Aug 13 23:05:11 +0000 2010,0,False,4229,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,#acordabrasil: #bomba russomano usa sua ong para campanha eleitoral,as vezes chegamos at a sermos chatos criticando certos candidatos mas isto se faz necessrio quando sabemos que o cara  um criminoso f,blogdoparrini.blogspot.com,rtblogolhar21bombarussom anofazsuaongdecomiteleit oral eleicoes2012otwitterdeve riaa cord brasil bomb russo mano usasuaongparacampanhaele oral asvezeschegamosatasermos chat os critic one ros candidates masistosefaznecessrioqu osabemosqueocaraumcri minor
81,848,244908620754608128,2012-09-09 21:22:20,RT @Karoli: Holy shit RT @Chernynkaya: FU LDS Church seriously FU Mormons Baptized Obamas Mother: CONFIRMED http://t.co/UtLq3e7r,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",retweet,244900980322365440,2.4490098032236544e+17,,0,14,0,,http://www.theatlantic.com/national/archive/2011/08/california-dreaming-an-end-to-the-wretched-electoral-college/243468/|http://www.theatlantic.com/national/archive/2011/08/california-dreaming-an-end-to-the-wretched-electoral-college/243468/,http://www.theatlantic.com/national/archive/2011/08/california-dreaming-an-end-to-the-wretched-electoral-college/243468/,Y2Kdub,71977281,980611|247378337,349,1042,32,Sun Sep 06 05:50:37 +0000 2009,0,False,4571,https://www.theatlantic.com/national/archive/2011/08/california-dreaming-an-end-to-the-wretched-electoral-college/243468/,california dreaming: an end to the wretched electoral college - the atlantic,the system we have for presidential elections is dangerous and rickety it should be reformed -- very carefully,www.theatlantic.com,rt parole holy shit rtchernynkayafulds church seriously fu mormon baptized obama mother confirmed california dreaming end wretched electoral college atlantic system presidential elections dangerous cricket reformed carefully
82,850,244908623820632064,2012-09-09 21:22:20,RT @blogolhar21: #BOMBA RUSSOMANO faz sua ONG de COMIT ELEITORAL: http://t.co/VZJIC96F #Eleicoes2012 #OTwitterDeveria,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908623820632064,,,0,0,0,BOMBA|Eleicoes2012|OTwitterDeveria,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,EnfermeiraFofa,177518740,715993778,13021,12927,256,Thu Aug 12 10:15:34 +0000 2010,0,False,14724,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,#acordabrasil: #bomba russomano usa sua ong para campanha eleitoral,as vezes chegamos at a sermos chatos criticando certos candidatos mas isto se faz necessrio quando sabemos que o cara  um criminoso f,blogdoparrini.blogspot.com,rtblogolhar21bombarussom anofazsuaongdecomiteleit oral eleicoes2012otwitterdeve riaa cord brasil bomb russo mano usasuaongparacampanhaele oral asvezeschegamosatasermos chat os critic one ros candidates masistosefaznecessrioqu osabemosqueocaraumcri minor
83,859,244908628937670656,2012-09-09 21:22:21,RT @blogolhar21: #BOMBA RUSSOMANO faz sua ONG de COMIT ELEITORAL: http://t.co/ztRjCzmD #Eleicoes2012 #OTwitterDeveria,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908628937670656,,,0,0,0,BOMBA|Eleicoes2012|OTwitterDeveria,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,CappX,84855187,715993778,46788,46392,997,Sat Oct 24 14:05:23 +0000 2009,0,False,62259,http://blogdoparrini.blogspot.com/2012/09/bomba-russomano-usa-sua-ong-para.html?spref=tw,#acordabrasil: #bomba russomano usa sua ong para campanha eleitoral,as vezes chegamos at a sermos chatos criticando certos candidatos mas isto se faz necessrio quando sabemos que o cara  um criminoso f,blogdoparrini.blogspot.com,rtblogolhar21bombarussom anofazsuaongdecomiteleit oral eleicoes2012otwitterdeve riaa cord brasil bomb russo mano usasuaongparacampanhaele oral asvezeschegamosatasermos chat os critic one ros candidates masistosefaznecessrioqu osabemosqueocaraumcri minor
84,866,244908635128471552,2012-09-09 21:22:23,RT @KristiNoem: Obama Admin is missing transparency deadline. RT if you agree the Admin should follow the law. http://t.co/9dfP0VWO #sdgop,web,retweet,244503695901982721,2.4450369590198272e+17,,0,17,0,sdgop,http://tinyurl.com/cbht3mr|http://tinyurl.com/cbht3mr,http://tinyurl.com/cbht3mr,AGoddessZ,727961581,114388293,191,360,1,Tue Jul 31 09:01:33 +0000 2012,0,False,4186,https://thehill.com/policy/finance/248213-white-house-will-miss-fiscal-cliff-deadline,white house to miss deadline for report on fiscal cliff budget cuts  thehill,sen john thune blasted the delay saying the obama administration seems to think it is above the law,thehill.com,rt kristen oem obama admin missing transparency deadline rt agree admin follow laws gop whitehouse miss deadline report fiscal cliff budget cuts hills en john thune blasted delay saying obama administration seems think law
85,890,244908671866400768,2012-09-09 21:22:32,Gingrich: Clintons Endorsement Shrinks Obama http://t.co/YnMFfRhd via @Newsmax_Media,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",tweet,244908671866400768,,,0,0,0,,http://www.newsmax.com/Newsfront/Gingrich-Clinton-Obama-speech/2012/09/09/id/451190,http://www.newsmax.com/Newsfront/Gingrich-Clinton-Obama-speech/2012/09/09/id/451190,SmallgGay,176909116,20545835,3469,3456,116,Tue Aug 10 19:22:10 +0000 2010,0,False,65466,https://www.newsmax.com/Newsfront/Gingrich-Clinton-Obama-speech/2012/09/09/id/451190/,gingrich: clintons endorsement shrinks obama  newsmaxcom,former house speaker newt gingrich said president barack obama might enjoy a bounce off bill clintons rousing convention speech last week but the lengthy script was eerily anti-obama,www.newsmax.com,gingrich clinton endorsement shrinks obama via newman media gingrich clinton endorsement shrinks obama newman com former house speaker newt gingrich said president barack obama might enjoy bounce bill clinton rousing convention speech last week lengthy script early anti obama
86,898,244908683140661248,2012-09-09 21:22:34,RT @KristiNoem: Obama Admin is missing transparency deadline. RT if you agree the Admin should follow the law. http://t.co/9dfP0VWO #sdgop,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",retweet,244503695901982721,2.4450369590198272e+17,,0,17,0,sdgop,http://tinyurl.com/cbht3mr|http://tinyurl.com/cbht3mr,http://tinyurl.com/cbht3mr,fomoco1,19162254,114388293,114,278,0,Sun Jan 18 23:25:12 +0000 2009,0,False,2931,https://thehill.com/policy/finance/248213-white-house-will-miss-fiscal-cliff-deadline,white house to miss deadline for report on fiscal cliff budget cuts  thehill,sen john thune blasted the delay saying the obama administration seems to think it is above the law,thehill.com,rt kristen oem obama admin missing transparency deadline rt agree admin follow laws gop whitehouse miss deadline report fiscal cliff budget cuts hills en john thune blasted delay saying obama administration seems think law
87,916,244908702258323456,2012-09-09 21:22:39,RT @KristiNoem: Obama Admin is missing transparency deadline. RT if you agree the Admin should follow the law. http://t.co/9dfP0VWO #sdgop,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",retweet,244503695901982721,2.4450369590198272e+17,,0,18,0,sdgop,http://tinyurl.com/cbht3mr|http://tinyurl.com/cbht3mr,http://tinyurl.com/cbht3mr,texasaunt,20517889,114388293,815,1321,10,Tue Feb 10 14:59:10 +0000 2009,0,False,8689,https://thehill.com/policy/finance/248213-white-house-will-miss-fiscal-cliff-deadline,white house to miss deadline for report on fiscal cliff budget cuts  thehill,sen john thune blasted the delay saying the obama administration seems to think it is above the law,thehill.com,rt kristen oem obama admin missing transparency deadline rt agree admin follow laws gop whitehouse miss deadline report fiscal cliff budget cuts hills en john thune blasted delay saying obama administration seems think law
88,922,244908705538273280,2012-09-09 21:22:40,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,web,retweet,244907173216407553,2.4490717321640755e+17,,0,22,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,NatyBrache,449378023,16510838,170,179,0,Thu Dec 29 02:03:22 +0000 2011,0,False,5803,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
89,926,244908712110739456,2012-09-09 21:22:41,RT @RaqueliCisneros: Real unemployment is at 19%.... can someone tell Obama that? http://t.co/ETd999nW #tcot #teaparty #nobama #romneyry ...,web,retweet,244899833809346561,2.4489983380934656e+17,,0,9,0,tcot|teaparty|nobama|romneyryan2012,http://www.breitbart.com/Big-Government/2012/09/08/Real-Unemployment-Now-19|http://www.breitbart.com/Big-Government/2012/09/08/Real-Unemployment-Now-19,http://www.breitbart.com/Big-Government/2012/09/08/Real-Unemployment-Now-19,exodus_2011,244801695,602940240,537,109,23,Sun Jan 30 04:56:19 +0000 2011,0,False,30429,https://www.breitbart.com/politics/2012/09/08/Real-Unemployment-Now-19/,real unemployment at 19%,beneath the surface of fridays jobs report lies the reality of just how disastrous the obama economy truly isconsider the following 11 economic facts: ,www.breitbart.com,rt sequel cisneros real unemployment t19 someone tell obama to tea party obama romney ry real unemployment at19 beneath surface friday jobs report lies reality disastrous obama economy truly consider following eleven economic facts
90,929,244908716162433024,2012-09-09 21:22:42,@jordanmossBxNN: This IS amazing This is amazing. Pizza shop owner gives president a big hug. http://t.co/2KJUmV6w l @@k: @jrkesq lol,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tweet,244908716162433024,,,0,0,0,,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,http://www.buzzfeed.com/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,Jogromit,321132579,17331303|18076213,52,105,0,Tue Jun 21 02:29:11 +0000 2011,0,False,1293,https://www.buzzfeednews.com/article/andrewkaczynski/air-obama-pizza-shop-owner-gives-president-a-big,pizza shop owner gives president a big hug,scott van duzer owner of the big apple pizza showed his affection for the president today in florida,www.buzzfeednews.com,jordan moss bx nn amazing amazing pizza shop owner gives president abighuglkjrkesqlol pizza shop owner gives president big hug scott van user owner big apple pizza showed affection president today florida
91,936,244908720151199744,2012-09-09 21:22:43,Punkd dnc convention journalists http://t.co/0q4zhzx9,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",tweet,244908720151199744,,,0,0,0,,http://www.mrctv.org/videos/punkd-dnc-convention-visitors-scoff-mrc-goof-journalists-obama-t-shirts,http://www.mrctv.org/videos/punkd-dnc-convention-visitors-scoff-mrc-goof-journalists-obama-t-shirts,GennieWill,551612657,,217,272,4,Thu Apr 12 06:14:49 +0000 2012,0,False,5572,https://www.mrctv.org/videos/punkd-dnc-convention-visitors-scoff-mrc-goof-journalists-obama-t-shirts,punkd: dnc convention visitors scoff up mrc goof journalists for obama t-shirts  mrctv,,www.mrctv.org,punk dnc convention journalists punk dnc convention visitors score mrc go journalists obama shirts mrc tv
92,969,244908752833236992,2012-09-09 21:22:51,RT @sugarscape: Demi Lovato spat on Simon Cowell during X Factor USA audition. LOVELY. http://t.co/rX7LgDbk,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",retweet,244907173216407553,2.4490717321640755e+17,,0,23,0,,http://on.sugarsca.pe/TEkoDJ|http://on.sugarsca.pe/TEkoDJ,http://on.sugarsca.pe/TEkoDJ,IndiraAPuspita,155204900,16510838,899,505,40,Sun Jun 13 13:08:43 +0000 2010,0,False,60090,https://www.cosmopolitan.com/uk/,cosmopolitan uk the womens magazine for fashion beauty sex tips and celebrity news,,www.cosmopolitan.com,rt sugars cape demi lovato spat simon powell factor usa audition lovely cosmopolitan uk womens magazine fashion beauty sex tips celebrity news
93,987,244908772068315137,2012-09-09 21:22:56,http://t.co/CfkUs3FC Maladie Une fillette sauve de la peste aux USA http://t.co/ETcmkKry,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",tweet,244908772068315137,,,0,0,0,,http://RTnews.eu|http://ow.ly/1mmJWA,http://RTnews.eu|http://ow.ly/1mmJWA,RTluxemburg,243882738,,85,18,0,Fri Jan 28 00:59:34 +0000 2011,0,False,42391,https://www.luxembourgnews.eu/,responsive news & magazine drupal theme  gazeta,,www.luxembourgnews.eu,malaria une filled te save de la pest aux usa responsive news magazine drupal theme gazeta
94,988,244908772521304064,2012-09-09 21:22:56,http://t.co/I7qjU3Xn Maladie Une fillette sauve de la peste aux USA http://t.co/6DxSfKbW,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",tweet,244908772521304064,,,0,0,0,,http://RTnews.eu|http://ow.ly/1mmJWw,http://RTnews.eu|http://ow.ly/1mmJWw,RTlux,243875860,,61,7,1,Fri Jan 28 00:38:29 +0000 2011,0,False,35772,https://www.luxembourgnews.eu/,responsive news & magazine drupal theme  gazeta,,www.luxembourgnews.eu,malaria une filled te save de la pest aux usa responsive news magazine drupal theme gazeta
95,989,244908772529672193,2012-09-09 21:22:56,http://t.co/gf6t4Xx4 Maladie Une fillette sauve de la peste aux USA http://t.co/XQxMcI69,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",tweet,244908772529672193,,,0,0,0,,http://RTnews.eu|http://ow.ly/1mmJWs,http://RTnews.eu|http://ow.ly/1mmJWs,luxembourgnews,44872369,,318,16,20,Fri Jun 05 11:30:28 +0000 2009,0,False,58063,https://www.luxembourgnews.eu/,responsive news & magazine drupal theme  gazeta,,www.luxembourgnews.eu,malaria une filled te save de la pest aux usa responsive news magazine drupal theme gazeta
96,990,244908772496142336,2012-09-09 21:22:56,http://t.co/IqJehm1v Maladie Une fillette sauve de la peste aux USA http://t.co/3kikeV3I,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",tweet,244908772496142336,,,0,0,0,,http://RTnews.eu|http://ow.ly/1mmJWu,http://RTnews.eu|http://ow.ly/1mmJWu,rtluxembourg,192650811,,82,2,0,Sun Sep 19 19:31:55 +0000 2010,0,False,39596,https://www.luxembourgnews.eu/,responsive news & magazine drupal theme  gazeta,,www.luxembourgnews.eu,malaria une filled te save de la pest aux usa responsive news magazine drupal theme gazeta
